Group	Site	Latitude	Longitude	Location	Habitat	Hard.bottoms	Shelf.area	Depth	Date	Taxa	Abun	Dimensions	Source
Central	CAN1	28164429	-16428869	Tenerife	Reef	41	280.1	11	10/8/2011 0:00	NA	0	500	RLS
Central	CAN1	28164429	-16428869	Tenerife	Reef	41	280.1	4	10/8/2011 0:00	NA	0	500	RLS
Central	CAN1	28164429	-16428869	Tenerife	Reef	41	280.1	25	12/9/2011 0:00	NA	0	500	RLS
Central	CAN1	28164429	-16428869	Tenerife	Reef	41	280.1	3	12/9/2011 0:00	NA	0	500	RLS
Central	CAN1	28164429	-16428869	Tenerife	Reef	41	280.1	45	12/9/2011 0:00	NA	0	500	RLS
Central	CAN1	28164429	-16428869	Tenerife	Reef	41	280.1	7	12/9/2011 0:00	NA	0	500	RLS
Central	CAN10	2840099	-1632476	Tenerife	Reef	41	280.1	11	10/14/2011 0:00	NA	0	500	RLS
Central	CAN10	2840099	-1632476	Tenerife	Reef	41	280.1	9	10/14/2011 0:00	NA	0	500	RLS
Central	CAN10	2840099	-1632476	Tenerife	Reef	41	280.1	45	12/11/2011 0:00	NA	0	500	RLS
Central	CAN10	2840099	-1632476	Tenerife	Reef	41	280.1	5	12/11/2011 0:00	NA	0	500	RLS
Central	CAN10	2840099	-1632476	Tenerife	Reef	41	280.1	6	8/3/2012 0:00	NA	0	500	RLS
Eastern	CAN100	29276463	-13336351	Lanzarote	Reef	44	1119.8	115	5/24/2015 0:00	NA	0	500	RLS
Eastern	CAN100	29276463	-13336351	Lanzarote	Reef	44	1119.8	127	5/24/2015 0:00	NA	0	500	RLS
Eastern	CAN101	2927546	-13337711	Lanzarote	Reef	44	1119.8	10	5/24/2015 0:00	NA	0	500	RLS
Eastern	CAN101	2927546	-13337711	Lanzarote	Reef	44	1119.8	105	5/24/2015 0:00	NA	0	500	RLS
Eastern	CAN102	29391538	-13495905	Lanzarote	Reef	44	1119.8	85	5/25/2015 0:00	NA	0	500	RLS
Eastern	CAN102	29391538	-13495905	Lanzarote	Reef	44	1119.8	108	6/25/2015 0:00	NA	0	500	RLS
Eastern	CAN103	29383159	-13515383	Lanzarote	Reef	44	1119.8	102	7/25/2015 0:00	NA	0	500	RLS
Eastern	CAN103	29383159	-13515383	Lanzarote	Reef	44	1119.8	103	6/25/2015 0:00	NA	0	500	RLS
Eastern	CAN104	28176558	-14163591	Lanzarote	Reef	44	1119.8	54	5/28/2015 0:00	NA	0	500	RLS
Eastern	CAN104	28176558	-14163591	Lanzarote	Reef	44	1119.8	63	5/28/2015 0:00	NA	0	500	RLS
Western	CAN105	28072934	-14497399	La Palma	Reef	37	87.3	4	5/28/2015 0:00	NA	0	500	RLS
Western	CAN105	28072934	-14497399	La Palma	Reef	37	87.3	53	5/28/2015 0:00	NA	0	500	RLS
Western	CAN106	28321255	-13894814	La Palma	Reef	37	87.3	35	5/28/2015 0:00	NA	0	500	RLS
Western	CAN106	28321255	-13894814	La Palma	Reef	37	87.3	3	5/28/2015 0:00	NA	0	500	RLS
Western	CAN107	28079934	-17331071	La Gomera	Reef	24	83.9	6	5/4/2015 0:00	NA	0	500	RLS
Western	CAN107	28079934	-17331071	La Gomera	Reef	24	83.9	79	5/4/2015 0:00	NA	0	500	RLS
Central	CAN11	285085	-161811	Tenerife	Reef	41	280.1	47	12/8/2011 0:00	NA	0	500	RLS
Central	CAN11	285085	-161811	Tenerife	Reef	41	280.1	5	12/8/2011 0:00	NA	0	500	RLS
Central	CAN12	2814238	-164387	Tenerife	Reef	41	280.1	35	12/10/2011 0:00	NA	0	500	RLS
Central	CAN12	2814238	-164387	Tenerife	Reef	41	280.1	3	12/10/2011 0:00	NA	0	500	RLS
Central	CAN13	28192738	-16422344	Tenerife	Reef	41	280.1	13	12/12/2011 0:00	NA	0	500	RLS
Central	CAN13	28192738	-16422344	Tenerife	Reef	41	280.1	6	12/12/2011 0:00	NA	0	500	RLS
Central	CAN13	28192738	-16422344	Tenerife	Reef	41	280.1	7	12/12/2011 0:00	NA	0	500	RLS
Central	CAN13	28192738	-16422344	Tenerife	Reef	41	280.1	135	12/12/2011 0:00	NA	0	500	RLS
Central	CAN14	278566	-153873	Gran Canaria	Reef	16	412.1	6	12/17/2011 0:00	NA	0	500	RLS
Central	CAN14	278566	-153873	Gran Canaria	Reef	16	412.1	5	12/17/2011 0:00	NA	0	500	RLS
Central	CAN15	28274556	-16383275	Tenerife	Reef	41	280.1	58	1/7/2012 0:00	NA	0	500	RLS
Central	CAN15	28274556	-16383275	Tenerife	Reef	41	280.1	6	1/7/2012 0:00	NA	0	500	RLS
Central	CAN15	28274556	-16383275	Tenerife	Reef	41	280.1	81	1/7/2012 0:00	NA	0	500	RLS
Central	CAN15	28274556	-16383275	Tenerife	Reef	41	280.1	67	1/7/2012 0:00	Myliobatis aquila	2	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	5	1/14/2012 0:00	NA	0	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	85	1/14/2012 0:00	NA	0	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	41	1/14/2012 0:00	NA	0	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	4	1/14/2012 0:00	NA	0	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	86	1/14/2012 0:00	NA	0	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	51	1/14/2012 0:00	NA	0	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	45	1/14/2012 0:00	NA	0	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	52	10/20/2012 0:00	NA	0	500	RLS
Central	CAN16	283416	-169198	Tenerife	Reef	41	280.1	56	10/20/2012 0:00	NA	0	500	RLS
Central	CAN17	283423	-169179	Tenerife	Reef	41	280.1	4	1/14/2012 0:00	NA	0	500	RLS
Central	CAN17	283423	-169179	Tenerife	Reef	41	280.1	61	1/14/2012 0:00	NA	0	500	RLS
Central	CAN17	283423	-169179	Tenerife	Reef	41	280.1	6	1/14/2012 0:00	NA	0	500	RLS
Central	CAN17	283423	-169179	Tenerife	Reef	41	280.1	5	1/14/2012 0:00	NA	0	500	RLS
Central	CAN18	283429	-169213	Tenerife	Reef	41	280.1	3	1/14/2012 0:00	NA	0	500	RLS
Central	CAN18	283429	-169213	Tenerife	Reef	41	280.1	48	1/22/2012 0:00	NA	0	500	RLS
Central	CAN18	283429	-169213	Tenerife	Reef	41	280.1	65	1/22/2012 0:00	NA	0	500	RLS
Central	CAN18	283429	-169213	Tenerife	Reef	41	280.1	6	1/22/2012 0:00	NA	0	500	RLS
Central	CAN19	284013	-163312	Tenerife	Reef	41	280.1	31	2/12/2012 0:00	NA	0	500	RLS
Central	CAN19	284013	-163312	Tenerife	Reef	41	280.1	3	2/12/2012 0:00	NA	0	500	RLS
Central	CAN19	284013	-163312	Tenerife	Reef	41	280.1	5	2/11/2012 0:00	NA	0	500	RLS
Central	CAN19	284013	-163312	Tenerife	Reef	41	280.1	6	2/11/2012 0:00	NA	0	500	RLS
Western	CAN2	278003	-1788635	El Hierro	Reef	72	31.9	17	10/10/2011 0:00	NA	0	500	RLS
Western	CAN2	278003	-1788635	El Hierro	Reef	72	31.9	6	10/10/2011 0:00	NA	0	500	RLS
Western	CAN2	278003	-1788635	El Hierro	Reef	72	31.9	13	10/10/2011 0:00	NA	0	500	RLS
Central	CAN20	284009	-16332	Tenerife	Reef	41	280.1	34	2/24/2012 0:00	NA	0	500	RLS
Central	CAN20	284009	-16332	Tenerife	Reef	41	280.1	5	2/24/2012 0:00	NA	0	500	RLS
Central	CAN21	28294517	-1637373	Tenerife	Reef	41	280.1	21	3/3/2012 0:00	NA	0	500	RLS
Central	CAN21	28294517	-1637373	Tenerife	Reef	41	280.1	35	3/3/2012 0:00	NA	0	500	RLS
Central	CAN21	28294517	-1637373	Tenerife	Reef	41	280.1	2	3/3/2012 0:00	NA	0	500	RLS
Central	CAN21	28294517	-1637373	Tenerife	Reef	41	280.1	4	3/3/2012 0:00	NA	0	500	RLS
Central	CAN21	28294517	-1637373	Tenerife	Reef	41	280.1	29	9/23/2012 0:00	NA	0	500	RLS
Central	CAN21	28294517	-1637373	Tenerife	Reef	41	280.1	33	9/23/2012 0:00	NA	0	500	RLS
Central	CAN22	2840484	-1631606	Tenerife	Reef	41	280.1	5	3/16/2012 0:00	NA	0	500	RLS
Central	CAN23	2840742	-1631047	Tenerife	Reef	41	280.1	6	3/24/2012 0:00	NA	0	500	RLS
Central	CAN23	2840742	-1631047	Tenerife	Reef	41	280.1	3	3/24/2012 0:00	NA	0	500	RLS
Central	CAN23	2840742	-1631047	Tenerife	Reef	41	280.1	7	3/24/2012 0:00	NA	0	500	RLS
Central	CAN23	2840742	-1631047	Tenerife	Reef	41	280.1	57	3/24/2012 0:00	NA	0	500	RLS
Central	CAN24	2822075	-1641267	Tenerife	Reef	41	280.1	6	3/23/2012 0:00	NA	0	500	RLS
Central	CAN24	2822075	-1641267	Tenerife	Reef	41	280.1	61	3/23/2012 0:00	NA	0	500	RLS
Central	CAN24	2822075	-1641267	Tenerife	Reef	41	280.1	75	3/23/2012 0:00	NA	0	500	RLS
Central	CAN25	284061	-163148	Tenerife	Reef	41	280.1	5	3/24/2012 0:00	NA	0	500	RLS
Central	CAN25	284061	-163148	Tenerife	Reef	41	280.1	56	3/22/2012 0:00	NA	0	500	RLS
Central	CAN25	284061	-163148	Tenerife	Reef	41	280.1	55	3/22/2012 0:00	NA	0	500	RLS
Central	CAN25	284061	-163148	Tenerife	Reef	41	280.1	57	3/24/2012 0:00	NA	0	500	RLS
Central	CAN26	2823907	-1640304	Tenerife	Reef	41	280.1	7	3/27/2012 0:00	NA	0	500	RLS
Central	CAN27	2809883	-1647955	Tenerife	Reef	41	280.1	4	3/25/2012 0:00	NA	0	500	RLS
Central	CAN27	2809883	-1647955	Tenerife	Reef	41	280.1	5	3/25/2012 0:00	NA	0	500	RLS
Central	CAN27	2809883	-1647955	Tenerife	Reef	41	280.1	51	3/25/2012 0:00	NA	0	500	RLS
Central	CAN28	2809427	-1648191	Tenerife	Reef	41	280.1	5	3/25/2012 0:00	NA	0	500	RLS
Central	CAN28	2809427	-1648191	Tenerife	Reef	41	280.1	6	3/25/2012 0:00	NA	0	500	RLS
Central	CAN29	2824048	-1640157	Tenerife	Reef	41	280.1	7	3/26/2012 0:00	NA	0	500	RLS
Western	CAN3	2779932	-1788882	El Hierro	Reef	72	31.9	8	10/10/2011 0:00	NA	0	500	RLS
Western	CAN3	2779932	-1788882	El Hierro	Reef	72	31.9	5	10/10/2011 0:00	NA	0	500	RLS
Western	CAN3	2779932	-1788882	El Hierro	Reef	72	31.9	7	10/10/2011 0:00	NA	0	500	RLS
Central	CAN30	2811894	-1646277	Tenerife	Reef	72	31.9	4	4/5/2012 0:00	NA	0	500	RLS
Central	CAN30	2811894	-1646277	Tenerife	Reef	72	31.9	58	4/5/2012 0:00	NA	0	500	RLS
Central	CAN31	282195	-164132	Tenerife	Reef	41	280.1	61	4/29/2012 0:00	NA	0	500	RLS
Central	CAN31	282195	-164132	Tenerife	Reef	41	280.1	65	4/29/2012 0:00	NA	0	500	RLS
Central	CAN31	282195	-164132	Tenerife	Reef	41	280.1	6	4/29/2012 0:00	NA	0	500	RLS
Central	CAN31	282195	-164132	Tenerife	Reef	41	280.1	66	4/29/2012 0:00	NA	0	500	RLS
Eastern	CAN32	289185987	-13681791	Lanzarote	Reef	44	1119.8	16	4/29/2012 0:00	NA	0	500	RLS
Eastern	CAN32	289185987	-13681791	Lanzarote	Reef	44	1119.8	18	4/29/2012 0:00	Taeniura grabata	2	500	RLS
Eastern	CAN33	289182	-136665	Lanzarote	Reef	44	1119.8	22	4/28/2012 0:00	NA	0	500	RLS
Eastern	CAN34	289197889	-13676154	Lanzarote	Reef	44	1119.8	18	4/28/2012 0:00	NA	0	500	RLS
Eastern	CAN35	289221043	-1367392	Lanzarote	Reef	44	1119.8	22	4/28/2012 0:00	NA	0	500	RLS
Central	CAN36	284021	-163283	Tenerife	Reef	41	280.1	55	8/21/2012 0:00	NA	0	500	RLS
Central	CAN36	284021	-163283	Tenerife	Reef	41	280.1	58	7/22/2012 0:00	NA	0	500	RLS
Central	CAN36	284021	-163283	Tenerife	Reef	41	280.1	61	8/21/2012 0:00	NA	0	500	RLS
Central	CAN36	284021	-163283	Tenerife	Reef	41	280.1	5	7/22/2012 0:00	NA	0	500	RLS
Western	CAN37	285858	-179116	La Palma	Reef	37	87.3	6	8/6/2012 0:00	NA	0	500	RLS
Western	CAN37	285858	-179116	La Palma	Reef	37	87.3	9	8/6/2012 0:00	NA	0	500	RLS
Western	CAN37	285858	-179116	La Palma	Reef	37	87.3	7	8/6/2012 0:00	NA	0	500	RLS
Western	CAN38	284553	-178444	La Palma	Reef	37	87.3	34	8/7/2012 0:00	NA	0	500	RLS
Western	CAN38	284553	-178444	La Palma	Reef	37	87.3	6	8/7/2012 0:00	NA	0	500	RLS
Western	CAN39	286715	-177639	La Palma	Reef	37	87.3	165	8/9/2012 0:00	NA	0	500	RLS
Western	CAN4	2764554	-1799875	El Hierro	Reef	72	31.9	17	10/11/2011 0:00	NA	0	500	RLS
Western	CAN4	2764554	-1799875	El Hierro	Reef	72	31.9	8	10/11/2011 0:00	NA	0	500	RLS
Western	CAN4	2764554	-1799875	El Hierro	Reef	72	31.9	9	10/11/2011 0:00	NA	0	500	RLS
Western	CAN40	286784	-177654	La Palma	Reef	37	87.3	9	8/8/2012 0:00	NA	0	500	RLS
Western	CAN41	286742	-177647	La Palma	Reef	37	87.3	157	8/8/2012 0:00	NA	0	500	RLS
Central	CAN42	285469	-163698	Tenerife	Reef	41	280.1	54	8/16/2012 0:00	NA	0	500	RLS
Central	CAN42	285469	-163698	Tenerife	Reef	41	280.1	7	8/16/2012 0:00	NA	0	500	RLS
Central	CAN43	282878	-1637839	Tenerife	Reef	41	280.1	32	8/17/2012 0:00	NA	0	500	RLS
Central	CAN43	282878	-1637839	Tenerife	Reef	41	280.1	44	8/17/2012 0:00	NA	0	500	RLS
Central	CAN44	28248089	-16843489	Tenerife	Reef	41	280.1	67	8/23/2012 0:00	NA	0	500	RLS
Central	CAN44	28248089	-16843489	Tenerife	Reef	41	280.1	69	8/23/2012 0:00	NA	0	500	RLS
Central	CAN45	28268458	-16850992	Tenerife	Reef	41	280.1	10	8/23/2012 0:00	Myliobatis aquila	2	500	RLS
Central	CAN45	28268458	-16850992	Tenerife	Reef	41	280.1	76	8/23/2012 0:00	NA	0	500	RLS
Eastern	CAN46	28917	-136942	Lanzarote	Reef	44	119.8	18	4/29/2012 0:00	Taeniura grabata	2	500	RLS
Eastern	CAN47	28662	-17769	La Palma	Reef	37	87.3	165	9/29/2012 0:00	NA	0	500	RLS
Eastern	CAN47	28662	-17769	La Palma	Reef	37	87.3	177	9/29/2012 0:00	NA	0	500	RLS
Central	CAN48	283733	-167526	Tenerife	Reef	41	280.1	57	9/21/2012 0:00	NA	0	500	RLS
Central	CAN48	283733	-167526	Tenerife	Reef	41	280.1	46	10/20/2012 0:00	NA	0	500	RLS
Central	CAN49	283733	-167526	Tenerife	Reef	41	280.1	56	9/21/2012 0:00	NA	0	500	RLS
Central	CAN49	283733	-167526	Tenerife	Reef	41	280.1	45	10/20/2012 0:00	NA	0	500	RLS
Central	CAN49	283733	-167526	Tenerife	Reef	41	280.1	21	9/21/2012 0:00	NA	0	500	RLS
Central	CAN49	283733	-167526	Tenerife	Reef	41	280.1	25	10/20/2012 0:00	NA	0	500	RLS
Western	CAN5	2763995	-1799556	El Hierro	Reef	72	31.9	17	10/11/2011 0:00	NA	0	500	RLS
Western	CAN5	2763995	-1799556	El Hierro	Reef	72	31.9	9	10/11/2011 0:00	NA	0	500	RLS
Western	CAN5	2763995	-1799556	El Hierro	Reef	72	31.9	10	10/11/2011 0:00	NA	0	500	RLS
Central	CAN50	2838114	-1635615	Tenerife	Reef	41	280.1	28	9/23/2012 0:00	NA	0	500	RLS
Central	CAN50	2838114	-1635615	Tenerife	Reef	41	280.1	44	9/23/2012 0:00	NA	0	500	RLS
Central	CAN51	2838437	-1635294	Tenerife	Reef	41	280.1	43	10/23/2012 0:00	NA	0	500	RLS
Central	CAN51	2838437	-1635294	Tenerife	Reef	41	280.1	75	10/23/2012 0:00	NA	0	500	RLS
Central	CAN52	280871	-164903	Tenerife	Reef	41	280.1	67	10/23/2012 0:00	NA	0	500	RLS
Central	CAN52	280871	-164903	Tenerife	Reef	41	280.1	63	10/24/2012 0:00	NA	0	500	RLS
Central	CAN53	280882	-164898	Tenerife	Reef	41	280.1	27	10/24/2012 0:00	NA	0	500	RLS
Central	CAN53	280882	-164898	Tenerife	Reef	41	280.1	39	10/23/2012 0:00	NA	0	500	RLS
Central	CAN54	28178	-16814	Tenerife	Reef	41	280.1	71	10/27/2012 0:00	NA	0	500	RLS
Central	CAN54	28178	-16814	Tenerife	Reef	41	280.1	54	10/27/2012 0:00	NA	0	500	RLS
Central	CAN55	28179	-16818	Tenerife	Reef	41	280.1	42	10/27/2012 0:00	NA	0	500	RLS
Central	CAN55	28179	-16818	Tenerife	Reef	41	280.1	88	10/27/2012 0:00	NA	0	500	RLS
Central	CAN56	28079	-16738	Tenerife	Reef	41	280.1	88	10/28/2012 0:00	NA	0	500	RLS
Central	CAN56	28079	-16738	Tenerife	Reef	41	280.1	77	10/27/2012 0:00	NA	0	500	RLS
Central	CAN56	28079	-16738	Tenerife	Reef	41	280.1	82	10/28/2012 0:00	NA	0	500	RLS
Central	CAN57	281183	-167771	Tenerife	Reef	41	280.1	7	10/28/2012 0:00	NA	0	500	RLS
Central	CAN57	281183	-167771	Tenerife	Reef	41	280.1	6	10/28/2012 0:00	NA	0	500	RLS
Central	CAN58	28021	-16609	Tenerife	Reef	41	280.1	4	10/28/2012 0:00	NA	0	500	RLS
Central	CAN58	28021	-16609	Tenerife	Reef	41	280.1	35	10/28/2012 0:00	NA	0	500	RLS
Central	CAN59	28022	-16609	Tenerife	Reef	41	280.1	6	10/28/2012 0:00	NA	0	500	RLS
Central	CAN59	28022	-16609	Tenerife	Reef	41	280.1	35	10/18/2012 0:00	NA	0	500	RLS
Western	CAN6	2764651	-18	El Hierro	Reef	72	31.9	12	10/11/2011 0:00	NA	0	500	RLS
Western	CAN6	2764651	-18	El Hierro	Reef	72	31.9	8	10/11/2011 0:00	NA	0	500	RLS
Western	CAN6	2764651	-18	El Hierro	Reef	72	31.9	10	10/11/2011 0:00	NA	0	500	RLS
Central	CAN60	2828389	-1686394	Tenerife	Reef	41	280.1	63	3/26/2013 0:00	NA	0	500	RLS
Central	CAN61	2822907	-1684297	Tenerife	Reef	41	280.1	35	3/26/2013 0:00	NA	0	500	RLS
Central	CAN62	2817015	-1680522	Tenerife	Reef	41	280.1	49	3/26/2013 0:00	NA	0	500	RLS
Central	CAN63	2811259	-1676967	Tenerife	Reef	41	280.1	35	3/27/2013 0:00	NA	0	500	RLS
Central	CAN64	2800787	-166613	Tenerife	Reef	41	280.1	2	3/28/2013 0:00	NA	0	500	RLS
Central	CAN65	2802814	-1659582	Tenerife	Reef	41	280.1	39	3/28/2013 0:00	NA	0	500	RLS
Central	CAN66	2802627	-167056	Tenerife	Reef	41	280.1	55	4/16/2013 0:00	NA	0	500	RLS
Central	CAN67	2804207	-1671111	Tenerife	Reef	41	280.1	43	4/16/2013 0:00	NA	0	500	RLS
Central	CAN68	2808988	-1674369	Tenerife	Reef	41	280.1	35	6/11/2013 0:00	NA	0	500	RLS
Central	CAN69	2815361	-1643057	Tenerife	Reef	41	280.1	35	6/12/2013 0:00	NA	0	500	RLS
Central	CAN7	2842213	-1655349	Tenerife	Reef	41	280.1	13	10/13/2011 0:00	NA	0	500	RLS
Central	CAN7	2842213	-1655349	Tenerife	Reef	41	280.1	12	10/13/2011 0:00	NA	0	500	RLS
Central	CAN70	281346	-164459	Tenerife	Reef	41	280.1	48	6/22/2013 0:00	NA	0	500	RLS
Central	CAN71	2857	-163338	Tenerife	Reef	41	280.1	35	7/19/2013 0:00	NA	0	500	RLS
Central	CAN72	285119	-164206	Tenerife	Reef	41	280.1	4	7/20/2013 0:00	NA	0	500	RLS
Central	CAN73	285043	-164247	Tenerife	Reef	41	280.1	43	7/20/2013 0:00	NA	0	500	RLS
Central	CAN74	284143	-165602	Tenerife	Reef	41	280.1	47	7/21/2013 0:00	NA	0	500	RLS
Western	CAN75	28033	-17183	La Gomera	Reef	24	83.9	74	5/3/2015 0:00	NA	0	500	RLS
Western	CAN75	28033	-17183	La Gomera	Reef	24	83.9	86	5/3/2015 0:00	NA	0	500	RLS
Western	CAN76	28084283	-17112481	La Gomera	Reef	24	83.9	54	5/3/2015 0:00	NA	0	500	RLS
Western	CAN76	28084283	-17112481	La Gomera	Reef	24	83.9	5	5/3/2015 0:00	NA	0	500	RLS
Western	CAN77	28179022	-17173507	La Gomera	Reef	24	83.9	84	5/5/2015 0:00	NA	0	500	RLS
Western	CAN77	28179022	-17173507	La Gomera	Reef	24	83.9	83	5/5/2015 0:00	NA	0	500	RLS
Western	CAN78	28049607	-1729956	La Gomera	Reef	24	83.9	63	5/5/2015 0:00	NA	0	500	RLS
Western	CAN78	28049607	-1729956	La Gomera	Reef	24	83.9	75	5/5/2015 0:00	NA	0	500	RLS
Western	CAN79	27730136	-17942626	El Hierro	Reef	72	31.9	66	5/8/2015 0:00	NA	0	500	RLS
Western	CAN79	27730136	-17942626	El Hierro	Reef	72	31.9	73	5/8/2015 0:00	NA	0	500	RLS
Central	CAN8	2842147	-1655299	Tenerife	Reef	41	280.1	11	10/13/2011 0:00	NA	0	500	RLS
Central	CAN8	2842147	-1655299	Tenerife	Reef	41	280.1	10	10/13/2011 0:00	NA	0	500	RLS
Western	CAN80	27646882	-18003	El Hierro	Reef	72	31.9	79	5/9/2015 0:00	NA	0	500	RLS
Western	CAN80	27646882	-18003	El Hierro	Reef	72	31.9	78	5/9/2015 0:00	NA	0	500	RLS
Western	CAN81	27645844	-17998432	El Hierro	Reef	72	31.9	89	5/9/2015 0:00	NA	0	500	RLS
Western	CAN81	27645844	-17998432	El Hierro	Reef	72	31.9	84	5/9/2015 0:00	NA	0	500	RLS
Western	CAN82	27649042	-18009606	El Hierro	Reef	72	31.9	71	5/10/2015 0:00	NA	0	500	RLS
Western	CAN82	27649042	-18009606	El Hierro	Reef	72	31.9	96	5/10/2015 0:00	NA	0	500	RLS
Western	CAN83	27652136	-18012795	El Hierro	Reef	72	31.9	58	5/10/2015 0:00	NA	0	500	RLS
Western	CAN83	27652136	-18012795	El Hierro	Reef	72	31.9	69	5/10/2015 0:00	NA	0	500	RLS
Western	CAN84	27674655	-18029418	El Hierro	Reef	72	31.9	7	5/10/2015 0:00	NA	0	500	RLS
Western	CAN84	27674655	-18029418	El Hierro	Reef	72	31.9	8	5/10/2015 0:00	NA	0	500	RLS
Western	CAN85	27639258	-17976574	El Hierro	Reef	72	31.9	61	5/11/2015 0:00	NA	0	500	RLS
Western	CAN85	27639258	-17976574	El Hierro	Reef	72	31.9	65	5/11/2015 0:00	NA	0	500	RLS
Western	CAN86	2845657	-17849726	La Palma	Reef	37	87.3	77	5/13/2015 0:00	NA	0	500	RLS
Western	CAN86	2845657	-17849726	La Palma	Reef	37	87.3	99	5/13/2015 0:00	NA	0	500	RLS
Western	CAN86	2845657	-17849726	La Palma	Reef	37	87.3	78	5/13/2015 0:00	NA	0	500	RLS
Western	CAN87	28519988	-17877115	La Palma	Reef	37	87.3	74	5/14/2015 0:00	NA	0	500	RLS
Western	CAN87	28519988	-17877115	La Palma	Reef	37	87.3	91	5/14/2015 0:00	NA	0	500	RLS
Western	CAN88	28511144	-17876838	La Palma	Reef	37	87.3	78	5/14/2015 0:00	NA	0	500	RLS
Western	CAN88	28511144	-17876838	La Palma	Reef	37	87.3	77	5/14/2015 0:00	NA	0	500	RLS
Western	CAN89	2848221	-17871051	La Palma	Reef	37	87.3	88	5/14/2015 0:00	NA	0	500	RLS
Central	CAN9	2841944	-1653035	Tenerife	Reef	41	280.1	9	10/13/2011 0:00	NA	0	500	RLS
Central	CAN9	2841944	-1653035	Tenerife	Reef	41	280.1	8	10/13/2011 0:00	NA	0	500	RLS
Central	CAN90	27816962	-15761322	Gran Canaria	Reef	16	412.1	59	5/16/2015 0:00	NA	0	500	RLS
Central	CAN90	27816962	-15761322	Gran Canaria	Reef	16	412.1	66	5/16/2015 0:00	NA	0	500	RLS
Central	CAN91	27754954	-15682828	Gran Canaria	Reef	16	412.1	7	5/16/2015 0:00	NA	0	500	RLS
Central	CAN91	27754954	-15682828	Gran Canaria	Reef	16	412.1	77	5/16/2015 0:00	NA	0	500	RLS
Central	CAN92	28098104	-15708885	Gran Canaria	Reef	16	412.1	42	5/17/2015 0:00	NA	0	500	RLS
Central	CAN92	28098104	-15708885	Gran Canaria	Reef	16	412.1	4	5/17/2015 0:00	NA	0	500	RLS
Central	CAN93	28005613	-15816661	Gran Canaria	Reef	16	412.1	25	5/17/2015 0:00	NA	0	500	RLS
Central	CAN93	28005613	-15816661	Gran Canaria	Reef	16	412.1	37	5/17/2015 0:00	NA	0	500	RLS
Central	CAN94	27961609	-15379002	Gran Canaria	Reef	16	412.1	65	5/19/2015 0:00	NA	0	500	RLS
Central	CAN94	27961609	-15379002	Gran Canaria	Reef	16	412.1	54	5/19/2015 0:00	Myliobatis aquila	2	500	RLS
Eastern	CAN95	28860727	-13847384	Lanzarote	Reef	44	1119.8	53	5/20/2015 0:00	NA	0	500	RLS
Eastern	CAN95	28860727	-13847384	Lanzarote	Reef	44	1119.8	65	5/30/2015 0:00	NA	0	500	RLS
Eastern	CAN96	28861314	-13854963	Lanzarote	Reef	44	1119.8	32	5/22/2015 0:00	NA	0	500	RLS
Eastern	CAN96	28861314	-13854963	Lanzarote	Reef	44	1119.8	46	5/22/2015 0:00	NA	0	500	RLS
Eastern	CAN97	28856525	-13842439	Lanzarote	Reef	44	1119.8	51	5/20/2015 0:00	NA	0	500	RLS
Eastern	CAN97	28856525	-13842439	Lanzarote	Reef	44	1119.8	59	5/22/2015 0:00	NA	0	500	RLS
Eastern	CAN98	29288725	-13535792	Lanzarote	Reef	44	1119.8	104	5/23/2015 0:00	NA	0	500	RLS
Eastern	CAN98	29288725	-13535792	Lanzarote	Reef	44	1119.8	84	5/23/2015 0:00	NA	0	500	RLS
Eastern	CAN99	29216915	-13526646	Lanzarote	Reef	44	1119.8	11	5/23/2015 0:00	NA	0	500	RLS
Eastern	CAN99	29216915	-13526646	Lanzarote	Reef	44	1119.8	75	5/23/2015 0:00	NA	0	500	RLS
Central	Caleta baja	28161725	-1570833333	Canary Islands.Gran Canaria Island.Caleta baja.CB-1	Reef	16	412.1	11	6/19/2017	NA	0	100	NEA.synthesis
Central	Caleta baja	28161725	-1570833333	Canary Islands.Gran Canaria Island.Caleta baja.CB-2	Reef	16	412.1	10	6/19/2017	NA	0	100	NEA.synthesis
Central	Caleta baja	28161725	-1570833333	Canary Islands.Gran Canaria Island.Caleta baja.CB-3	Reef	16	412.1	9	6/19/2017	NA	0	100	NEA.synthesis
Central	Caleta baja	28161725	-1570833333	Canary Islands.Gran Canaria Island.Caleta baja.CB-4	Reef	16	412.1	5	6/19/2017	NA	0	100	NEA.synthesis
Central	Caleta baja	28161725	-1570833333	Canary Islands.Gran Canaria Island.Caleta baja.CB-5	Reef	16	412.1	7	6/19/2017	NA	0	100	NEA.synthesis
Central	El Cabron	2787245556	-1538277778	Canary Islands.Gran Canaria Island.El Cabron.EC-1	Reef	16	412.1	13	6/26/2017	NA	0	100	NEA.synthesis
